crim crie	參差/㠁嵯
tiiux vrap	丑鴨
pri brienh	丕變
kiiu bret	丘八
kiiu bwk	丘北
kiiu hak	丘壑
kiiu jinx	丘疹
kiiu naux	丘腦
kiiu liinn	丘陵
kiiu yt	丘鷸
briannx nnox	丙午
briannx hhenn	丙型
briannx gii	丙基
briannx ziix	丙子
briannx syt	丙戌
briannx xin	丙申
briannx dwnnx	丙等
briannx ttann	丙糖
briannx xxin	丙辰
briannx xxyn	丙醇
ppennx gnip	並入
ppennx kwux	並口
ppennx ccuwn	並存
ppennx brax	並把
ppennx pprei	並排
ppennx tteu	並條
ppennx lip	並立
ppennx gen	並肩
ppennx zrin	並臻
ppennx giiwx	並舉
ppennx zinh	並進
ppennx biii	並非
vra ziix	丫子
vra cra	丫杈/椏杈
vra hhruan	丫鬟/丫環
vra grok	丫角
vra ttwu	丫頭
vra geih	丫髻
diiunn gnin	中人
diiunn nna	中俄
diiunn kkiionnh	中共
diiunn vinh	中印
diiunn gox	中古
diiunn guwk	中國
diiunn hhenn	中型
diiunn gen	中堅
diiunn ttiiann	中場
diiunn ten	中天
diiunn ziix	中子
diiunn kkiiok	中局
diiunn ccwnn	中層
diiunn bra	中巴
diiunn sri	中師
diiunn bann	中幫
diiunn nen	中年
diiunn iionn	中庸
diiunn tenn	中廳
diiunn gennh	中徑
diiunn sim	中心/忠心
diiunn siannh	中性
diiunn branx	中板
diiunn jiannh	中正
diiunn xyx	中水
diiunn liiu	中流
diiunn ppan	中盤
diiunn ttiann	中程
diiunn kunn	中空
diiunn lip	中立
diiunn dwnnx	中等
diiunn grip	中級
diiunn sienh	中線
diiunn gniix	中耳
diiunn xiann	中聲
diiunn ziak	中脊
diiunn zriiann	中裝
diiunn zi	中資
diiunn loh	中路
diiunn ttiiuk	中軸
diiunn dyet	中輟
diiunn tto	中途
diiunn piionn	中鋒
diiunn grek	中隔
diiunn braux	中飽
diiunn demx	中點
piionn zi	丰姿
piionn cwix	丰采
gruanh kwux	串口
gruanh miiih	串味
gruanh gann	串崗
gruanh hhuanh	串換
gruanh liiu	串流
gruanh sienh	串線
gruanh miiu	串謀
gruanh tunn	串通
gruanh hiiann	串鄉
gruanh mwn	串門
gruanh vrim	串音
hhuan ziix	丸子
hhuan sren	丸山
dan ppiit	丹佛
dan nenn	丹寧
dan ni	丹尼
dan bra	丹巴
dan cwix	丹彩
dan tto	丹徒
dan sim	丹心/殫心
dan dunn	丹東
dan gueih	丹桂
dan ttok	丹毒
dan xxyeh	丹瑞
dan tten	丹田
dan pprie	丹皮
dan sra	丹砂
dan lwnn	丹稜
dan baih	丹貝
dan iiann	丹陽
dan hhra	丹霞
dan ppiiunnh	丹鳳
dan mrek	丹麥
jiiox gnin	主人
jiiox siiu	主修
jiiox gunn	主公
jiiox liik	主力
jiiox ttunnx	主動
jiiox vin	主因
jiiox ttiiann	主場
jiiox ppiiux	主婦
jiiox hhem	主嫌
jiiox ziix	主子
jiiox zwix	主宰
jiiox ttauh	主導
jiiox ssiak	主席
jiiox ganh	主幹
jiiox ttiio	主廚
jiiox tenn	主廳
jiiox viih	主意
jiiox ttii	主持
jiiox jiiannx	主掌
jiiox bah	主播
jiiox grauh	主教
jiiox ccuk	主族
jiiox gnit	主日
jiiox jix	主旨
jiiox ccwi	主材
jiiox branx	主板
jiiox nniiop	主業
jiiox lwu	主樓
jiiox giii	主機
jiiox kkryen	主權
jiiox cih	主次
jiiox liiu	主流
jiiox ienx	主演
jiiox ppiiomx	主犯
jiiox kkiiu	主球
jiiox hhruan	主環
jiiox guanx	主管
jiiox sienh	主線
jiiox ppiiot	主罰
jiiox nnrieh	主義
jiiox cwih	主菜
jiiox geih	主計
jiiox ssii	主詞
jiiox gronnx	主講
jiiox ttiiuk	主軸
jiiox pprenh	主辦
jiiox sieu	主銷
jiiox ttuwih	主隊
jiiox vrim	主音
jiiox goh	主顧
jiiox teix	主體
jiiox mra	主麻
nwix xxiex	乃是
nwix dunn	乃東
nwix gniex	乃爾
nwix jih	乃至
giiux giiux	久久
giiux jii	久之
giiux baux	久保
giiux ppriet	久別
giiux moh	久慕
giiux kuannh	久曠
giiux ppriannh	久病
giiux dwnnx	久等
giiux ruui	久違
giiux kuat	久闊
giiux ppwi	久陪
jii vit	之一
jii ccen	之前
jii nnuaih	之外
jii jih	之至
jii grenh	之間
jii zieih	之際
jii lyh	之類
ccrah dwk	乍得
ccrah pox	乍浦
ccrah hhenh	乍現
ppiiop liik	乏力
ppiiop miiih	乏味
gruei nnoh	乖忤/乖迕
gruei miuh	乖謬
gruei qqynh	乖順
vrit tiiux	乙丑
vrit hhwix	乙亥
vrit mraux	乙卯
vrit hhenn	乙型
vrit gii	乙基
vrit taih	乙太
vrit ssiix	乙巳
vrit miiih	乙未
vrit gueih	乙炔
vrit gan	乙肝
vrit naux	乙腦
vrit iiux	乙酉
vrit suan	乙酸
vrit xxyn	乙醇
giiux brin	九份
giiux xxip	九十
giiux kriann	九卿
giiux ten	九天
giiux kunnx	九孔
giiux jiiu	九州
giiux bra	九巴
giiux xxiann	九成
giiux nnuuot	九月
giiux guui	九歸
giiux gronn	九江
giiux ccyen	九泉
giiux liiu	九流
giiux vuen	九淵
giiux keuh	九竅
giiux liix	九里
giiux dennx	九鼎
giiux liionn	九龍
kiit gaih	乞丐
kiit gnin	乞人
kiit hiiu	乞休
kiit xiiwh	乞恕
kiit len	乞憐
kiit kkiiu	乞求
kiit taux	乞討
kiit twih	乞貸
iax hiiwx	也許
iax mwn	也門
gniiox grau	乳交
gniiox hruah	乳化
gniiox miann	乳名
gniiox primx	乳品
gniiox sren	乳山
gniiox ruunh	乳暈
gniiox mwux	乳母
gniiox jip	乳汁
gniiox iak	乳液
gniiox gwu	乳溝
gniiox ziiann	乳漿
gniiox nnra	乳牙
gniiox nniiu	乳牛
gniiox pprak	乳白
gniiox ttuwt	乳突
gniiox ttann	乳糖
gniiox drauh	乳罩
gniiox ji	乳脂
gniiox ppiiox	乳腐
gniiox caux	乳草
gniiox diiw	乳豬
gniiox lak	乳酪
gniiox suan	乳酸
gniiox ttwu	乳頭
gniiox hiiann	乳香
gniiox qiix	乳齒
luanh lwi	亂來
luanh lyn	亂倫
luanh ttunnx	亂動
luanh geuh	亂叫
luanh giit	亂吃
luanh siax	亂寫
luanh kkiiok	亂局
luanh jiannh	亂政
luanh min	亂民
luanh xxiak	亂石
luanh mrax	亂碼
luanh cuanh	亂竄
luanh giix	亂紀
luanh hrua	亂花
luanh gronnx	亂講
luanh ssiiannx	亂象
luanh pprau	亂跑
luanh tteu	亂跳
luanh ttaux	亂道
luanh mra	亂麻
luanh dannx	亂黨
leux leux	了了
leux kiiak	了卻
leux kkiiok	了局
leux dwk	了得
leux gnien	了然
leux get	了結
gnih ttwih	二代
gnih lwi	二來
gnih zriik	二側
gnih grah	二價
gnih nnuuon	二元
gnih bret	二八
gnih xxip	二十
gnih nnwp	二哈
gnih ga	二哥
gnih huwn	二婚
gnih baux	二寶
gnih sim	貳心/二心
gnih jienh	二戰
gnih ppiiann	二房
gnih xiiux	二手
gnih jix	二指
gnih nnuuot	二月
gnih lim	二林
gnih cih	二次
gnih xyx	二水
gnih liiu	二流
gnih grap	二甲
gnih dwnnx	二等
gnih grenx	二簡
gnih hhuann	二黃/二簧
gnih ttann	二糖
gnih grip	二級
gnih y	二維
gnih laux	二老
gnih jiax	二者
gnih xiann	二聲
gnih twi	二胎
gnih hho	二胡
gnih hhruaih	二話
gnih huah	二貨
gnih lyn	二輪
gnih lien	二連
gnih zinh	二進
gnih biik	二逼
gnih ttaux	二道
gnih lann	二郎
gnih xxyn	二醇
gnih grei	二階
riio dan	于丹
riio guui	于歸
riio hhunn	于洪
ruun xxiann	云城
hhoh sinh	互信
hhoh lih	互利
hhoh ccriiwh	互助
hhoh mrienx	互勉
hhoh ttunnx	互動
hhoh hhueih	互惠
hhoh hhuanh	互換
hhoh miin	互文
hhoh qiak	互斥
hhoh sriann	互生
hhoh iih	互異
hhoh biinx	互粉
hhoh soh	互素
hhoh box	互補
hhoh piiannh	互訪
hhoh iak	互譯
hhoh tunn	互通
hhoh lien	互連
nnox vit	五一
nnox cit	五七
nnox nnox	五五
nnox ttwih	五代
nnox lyn	五倫
nnox hhenn	五刑/五形
nnox gra	五加
nnox xxip	五十
nnox nnuuon	五原
nnox miiih	五味
nnox sih	五四
nnox guan	五官
nnox liannx	五嶺
nnox nnrok	五嶽
nnox deih	五帝
nnox xxiiann	五常
nnox cwix	五彩
nnox senn	五星
nnox nnuuot	五月
nnox hha	五河
nnox jiiu	五洲
nnox ttrok	五濁
nnox yann	五營
nnox hhruan	五環
nnox guk	五穀
nnox brit	五筆
nnox get	五結
nnox gox	五股
nnox hho	五胡
nnox ttwi	五臺
nnox sriik	五色
nnox huun	五葷
nnox vuun	五蘊
nnox sin	五辛
nnox tunn	五通
nnox grim	五金
nnox brah	五霸
nnox vrim	五音
nnox hiiann	五香
nnox guuix	五鬼
ziannx ziannx	井井
ziannx kwux	井口
ziannx gnien	井然
ziannx tten	井田
ziannx nnenh	井研
ziannx hhenn	井陘
vrah brak	亞伯
vrah lyn	亞倫
vrah nnwp	亞哈
vrah hhenn	亞型
vrah taih	亞太
vrah bih	亞庇
vrah sriiwx	亞所
vrah dunn	亞東
vrah jiiu	亞洲
vrah tim	亞琛
vrah srit	亞瑟
vrah greih	亞界
vrah miiuk	亞目
vrah gann	亞綱
vrah xiannh	亞聖
vrah lan	亞蘭
vrah ieih	亞裔
vrah guun	亞軍
vrah ruunh	亞運
vrah grim	亞金
vrah tet	亞鐵
vrah mwn	亞門
vrah lyh	亞類
vrah mra	亞麻
miiann it	亡佚
miiann bret	亡八
miiann mriannh	亡命
miiann guwk	亡國
miiann goh	亡故
miiann mwux	亡母
miiann jiax	亡者
miiann lenn	亡靈
grau giiux	交九
grau hhoh	交互
grau biioh	交付
grau ttwih	交代
grau baux	交保
grau briann	交兵
grau gat	交割
grau gra	交加
grau siah	交卸
grau riiux	交友
grau kwux	交口
grau kuwnh	交困
grau xxiann	交城
grau gwuh	交媾
grau van	交安
grau miiix	交尾
grau diiannh	交帳
grau deix	交底
grau ruuannx	交往
grau ttwix	交待
grau cciann	交情
grau jienh	交戰
grau xiiux	交手
grau breih	交拜
grau ziep	交接/交睫
grau hhuanh	交換
grau teih	交替
grau huan	交歡
grau liiu	交流
grau huax	交火
grau bran	交班
grau greih	交界
grau guanx	交管
grau nwp	交納
grau get	交結
grau grip	交給
grau bieh	交臂
grau iiunn	交融
grau grok	交角
grau nnrieh	交誼
grau ttam	交談
grau griannx	交警
grau brienh	交變
grau huah	交貨
grau jiix	交趾
grau pprenh	交辦
grau brak	交迫
grau tunn	交通
grau iiu	交遊/郊遊
grau ruunh	交運
grau pwih	交配
grau piionn	交鋒
grau ccien	交錢
grau zieih	交際
grau ccip	交集
grau hiiannx	交響
grau ttie	交馳
grau guwt	交骨
grau demx	交點
hhwix xxii	亥時
hhwix diiw	亥豬
iak ziik	亦即
iak hhuwk	亦或
iak zriiann	亦莊
griann ttieux	京兆
griann kkriak	京劇
griann kwux	京口
griann miiih	京味
griann nnwp	京哈
griann xxiann	京城
griann bauh	京報
griann sren	京山
griann sri	京師
griann guannx	京廣
griann ccuk	京族
griann zin	京津
griann hhox	京滬
griann kkiii	京畿
griann hho	京胡
griann grau	京郊
griann do	京都
ttenn nnox	亭午
ttenn ziix	亭子
ttenn hho	亭湖
ttenn ttwi	亭臺
ttenn gak	亭閣
liiannh guann	亮光
liiannh ttann	亮堂
liiannh ttoh	亮度
liiannh cwix	亮彩
liiannh senn	亮星
liiannh siiannh	亮相
liiannh kkrynx	亮菌
liiannh lam	亮藍
liiannh xiik	亮飾
liiannh demx	亮點
ppak jiiu	亳州
gnin diiunn	人中
gnin gnin	人人
gnin baux	人保
gnin kkriet	人傑
gnin gnie	人兒
gnin liik	人力
gnin xieih	人勢
gnin ccunn	人叢
gnin kwux	人口
gnin miann	人名
gnin mriannh	人命
gnin primx	人品
gnin ruun	人員
gnin gyn	人均
gnin ccriix	人士
gnin vrieu	人妖
gnin ziix	人子
gnin gra	人家
gnin gunn	人工
gnin hhenn	人形
gnin sim	人心
gnin siannh	人性
gnin cciann	人情
gnin viih	人意
gnin xiiux	人手
gnin ccwi	人才/人材
gnin miin	人文
gnin ccuk	人族
gnin kkryen	人權
gnin cih	人次
gnin miiox	仁武/人武
gnin min	人民
gnin kiiih	人氣
gnin liiu	人流
gnin hwix	人海
gnin zra	人渣
gnin ttieu	人潮
gnin rye	人為
gnin ven	人煙
gnin cciiann	人牆
gnin miit	人物
gnin ppiiomx	人犯
gnin ruuon	人猿
gnin sriann	人生
gnin hhuax	人禍
gnin ziann	人精
gnin yen	人緣
gnin gniiuk	人肉
gnin xxin	人臣
gnin xiet	人設
gnin jiinnh	人證
gnin zi	人資
gnin xin	人身
gnin ttaux	人道
gnin grenh	人間
gnin zieih	人際
gnin ttwu	人頭
gnin lyh	人類
gnin mrax	人馬
gnin teix	人體
gnin nniiw	人魚
gnin liionn	人龍
xxip krih	什器
xxip cwih	什菜
xxip grimx	什錦/十錦
xxip max	什麼
gnin dan	仁丹
gnin hryann	仁兄
gnin hruah	仁化
gnin qyen	仁川
gnin boh	仁布
gnin dwk	仁德
gnin hhueih	仁惠
gnin vwih	仁愛
gnin ccii	仁慈
gnin hhruei	仁懷
gnin jiannh	仁政
gnin nnrieh	仁義
gnin qqyt	仁術
zriik gennh	仄徑
zriik xiann	仄聲
kkiiu gnin	求人/仇人
kkiiu nnuaih	仇外
kkiiu gra	仇家
kkiiu biiuh	仇富
kkiiu hhwnh	仇恨
kkiiu ttek	仇敵
kkiiu kriak	仇隙
grim ziannx	今井
grim gnin	今人
grim gnie	今兒
grim iah	今夜
grim ten	今天
grim nen	今年
grim gnit	今日
grim siak	今昔
grim miionx	今晚
grim qqin	今晨
grim cuwn	今村
grim cih	今次
grim syeih	今歲
grim sriann	今生
grim iak	今譯
grim vrim	今音
greih hho	介乎/界乎
greih hiiu	介休
greih gnip	介入
greih ziix	戒子/介子
greih viih	尬意/介意
greih hhruei	介懷
greih xxieux	介紹
greih ttiiuh	介胄
greih ssii	介詞
greih mienh	介面/界面
gniinn gnien	仍然
gniinn kkiiuh	仍舊
ccriix hhruanh	仕宦
ccriix tto	仕途
ta gnin	他人
ta sinh	他信
ta guwk	他國
ta siannh	他性
ta jiax	他者
ta cien	他遷
ta hiiann	他鄉
biioh vinh	付印
biioh ziix	付梓
biioh kuanx	付款
biioh ciann	付清
biioh hhenh	付現
biioh grip	付給
biioh giit	付訖
biioh jiiw	付諸
biioh ccien	付錢
sien dan	仙丹
sien gnin	仙人
sien kiiwh	仙去
sien griannx	仙境
sien go	仙姑
sien ziix	仙子
sien giiunn	仙宮
sien sren	仙山
sien ttau	仙桃
sien kiiih	仙氣
sien greih	仙界
sien ttunn	仙童
sien gox	仙股
sien ttwi	仙臺
sien mrau	仙茅
sien caux	仙草
sien iiak	仙藥
sien baih	仙貝
sien xxieih	仙逝
sien iiu	仙遊
sien hiiann	仙鄉
sien hhak	仙鶴
ttwih ttwih	代代
ttwih grah	代價/代駕
ttwih gnip	代入
ttwih iinnh	代孕
ttwih cciih	代字
ttwih zonn	岱宗/代宗
ttwih siax	代寫
ttwih gunn	代工
ttwih ppieih	代幣
ttwih hhuanh	代換
ttwih xiiw	代書
ttwih teih	代替
ttwih ppoh	代步
ttwih gwu	代溝
ttwih bran	代班
ttwih liix	代理
ttwih mrax	代碼
ttwih brit	代筆
ttwih guanx	代管
ttwih ttann	代糖
ttwih ccuwix	代罪
ttwih kaux	代考
ttwih brieux	代表
ttwih nniion	代言
ttwih ssii	代詞
ttwih jiih	代誌
ttwih kuah	代課
ttwih ssiah	代謝
ttwih gwuh	代購
ttwih pprenh	代辦
ttwih sieu	代銷
ttwih duwnh	代頓
ttwih can	代餐
iix xxiiannx	以上
iix lwi	以來
iix mrienx	以免
iix ccen	以前
iix bwk	以北
iix nwm	以南
iix kkrip	以及
iix vwi	以埃
iix nnuaih	以外
iix taih	以太
iix ruuannx	以往
iix lyt	以律
iix ssiiwx	以敘
iix kkii	以期
iix dunn	以東
iix cih	以次
iix ciex	以此
iix kkiiu	以求
iix jih	以至
iix dih	以致
iix sei	以西
iix zi	以資
iix guun	以軍
ttiiunnh greih	仲介
ttiiunnh ni	仲尼
ttiiunnh bra	仲巴
ttiiunnh ciiu	仲秋
nnox gunn	仵工
brin gnie	份兒
brin ziix	份子
brin nnrak	份額
piiannx ssiix	仿似
piiannx ppiit	仿佛
piiannx gox	仿古
piiannx sonnh	仿宋
piiannx jieuh	仿照
piiannx pprie	仿皮
piiannx jiex	仿紙
piiannx jieih	仿製
piiannx biiunnh	仿諷
kannh leih	伉儷
vi gnin	伊人
vi lyn	伊倫
vi ppiiom	伊凡
vi tap	伊塔
vi xiix	伊始
vi vre	伊娃
vi nenn	伊寧
vi qyen	伊川
vi jiiu	伊州
vi qyn	伊春
vi lannx	伊朗
vi xyx	伊水
vi lei	伊犁
vi ttwnn	伊藤
vi miin	伊蚊
vi tunn	伊通
vi menh	伊麵
vi dannx	伊黨
nnox xia	伍奢
ppiiot muk	伐木
ppiiot ga	伐柯
hiiu kwk	休克
hiiu briann	休兵
hiiu hhrok	休學
hiiu nenn	休寧
hiiu xxiix	休市
hiiu ttenn	休庭
hiiu grueih	休怪
hiiu siik	休息
hiiu siak	休惜
hiiu siiannx	休想
hiiu krieih	休憩
hiiu jienh	休戰
hiiu jiannx	休整
hiiu hhuaih	休會
hiiu jiix	休止
hiiu men	休眠
hiiu mo	休謨
hiiu gren	休閒
brak brak	伯伯
brak kkriet	伯傑
brak xiiuk	伯叔
brak vwn	伯恩
brak mwux	伯母
brak ziiak	伯爵
brak sua	伯莎
brak do	伯都
brak nnran	伯顏
gox ttiih	估值
gox grah	估價/股價
gox criik	估測
gox suanx	估算
gox geih	估計
lenn gnin	伶人
lenn denn	伶仃
lenn penn	伶俜
lenn iiuh	伶鼬
xin vuuon	伸冤/申冤
xin dienx	伸展
xin xiiux	伸手/身手
xin gronnx	伸港
xin ttiik	伸直
xin sriiuk	伸縮
xin kwi	伸開
xin syet	申雪/伸雪
ssiix hho	似乎
ssiix hhrek	似核
ssiix dek	似的
ssiix syet	似雪
kkia sri	伽師
kkia lam	伽藍
kkia mrax	伽馬
ttiiwx liet	佇列
ttiiwx lip	佇立
boh nnox	布伍/佈伍
boh kkiiok	佈局
boh griannx	佈景
boh diih	佈置
boh ttaux	布道/佈道
boh luwi	佈雷
ryh nnuuon	位元
ryh liet	位列
ryh tto	位圖
ryh ziix	位子
ryh hhenn	位形
ryh cih	位次
ryh ie	位移
ryh diih	位置
ryh mienh	位面
dei kiiu	低丘
dei riio	低于
dei gox	低估
dei ssiiok	低俗
dei baux	低保
dei grah	低價
dei lih	低利
dei lyet	低劣
dei ttih	低地
dei xxye	低垂
dei vrap	低壓
dei ccwnn	低層
dei bann	低幫
dei liem	低廉
dei miii	低微
dei siik	低息
dei hhrauh	低效
dei nnann	低昂
dei dann	低檔
dei lan	低欄
dei ttim	低沉
dei vuwn	低溫
dei ttieu	低潮
dei gniet	低熱
dei vrex	低矮
dei vrua	低窪
dei duan	低端
dei biinx	低粉
dei grip	低級
dei y	低維
dei hhuanx	低緩
dei xiann	低聲
dei ji	低脂
dei lak	低落
dei mei	低迷
dei hhremh	低陷
dei grei	低階
dei vrim	低音
dei ttwu	低頭
ttiioh riiux	住友
ttiioh kwux	住口
ttiioh ttih	住地
ttiioh krak	住客
ttiioh gra	住家
ttiioh ppiiann	住房
ttiioh sriiwx	住所
ttiioh xiiux	住手
ttiioh ttii	住持
ttiioh giiak	住腳
zah la	佐羅
zah ttwnn	佐藤
zah jiinnh	佐證
zah gnih	佐貳
zah ziiux	佐酒
zah can	佐餐
riiuh hhoh	佑護
dem xxiann	佔城
dem ppa	佔婆
dem giiwh	佔據
dem ccuk	佔族
dem riiux	佔有
dem iionnh	佔用
dem sienh	佔線
dem liannx	佔領
it miann	佚名
ppiit ssiiannx	佛像
ppiit denx	佛典
ppiit ppriann	佛坪
ppiit tap	佛塔
ppiit hhrok	佛學
ppiit gra	佛家
ppiit ssiih	佛寺
ppiit sren	佛山
ppiit gann	佛岡
ppiit sim	佛心
ppiit siannh	佛性
ppiit xiiw	佛書
ppiit biiop	佛法
ppiit nnra	佛牙
ppiit zox	佛祖
ppiit hheih	佛系
ppiit mwn	佛門
ppiit tta	佛陀
ppiit kwm	佛龕
ppwih daih	佩帶
ppwih dwih	佩戴
ppwih ppiiuk	佩服
ppwih hhruan	佩環
ppwih lan	佩蘭
ppwih xiik	佩飾
iiann zriiann	洋裝/佯裝
gre gnin	佳人
gre donn	佳冬
gre griannx	佳境
gre mieuh	佳妙
gre kkii	佳期
gre zet	佳節
gre zek	佳績
gre mrix	佳美
gre hhruaih	佳話
gre niiannh	佳釀
gre liix	佳里
gre hhrau	佳餚
lwi sinh	來信
lwi dauh	來到
lwi giannh	來勁
lwi xieih	來勢
lwi hhuwi	來回
lwi van	來安
lwi krak	來客
lwi nen	來年
lwi ruuannx	來往
lwi dwk	來得
lwi viih	來意
lwi miin	來文
lwi gnit	來日
lwi dieu	來朝
lwi lek	來歷
lwi nnuuon	來源/淶源
lwi ttieu	來潮
lwi huax	來火
lwi ppiiomx	來犯
lwi sriann	來生
lwi iiu	來由
lwi qqin	來神
lwi nnrieh	來義
lwi ccih	來自
lwi ttwi	來臺
lwi ssip	來襲
lwi piiannh	來訪
lwi gronnx	來講
lwi loh	來路
lwi ttenh	來電
lwi hhronnx	來項
lwi ttwu	來頭
lwi ppiiunnh	來鳳
qiex mrie	侈糜
qiex ttam	侈談
qiex mriex	侈靡
vah ziix	侉子
lieih nnuaih	例外
lieih ziix	例子
lieih nniion	例言
lieih jiinnh	例證
xxiih ppiionnx	侍奉
xxiih ciep	侍妾
xxiih lunnh	侍弄
xxiih lip	侍立
xxiih jiax	侍者
xxiih lann	侍郎
jiio gniio	侏儒
jiio la	侏羅
viii viii	依依
viii vuwi	依偎
viii ccuwn	依存
viii van	依安
viii ssyn	依循
viii lyenh	依戀
viii giiwh	依據
viii cih	依次
viii biiop	依法
viii gnien	依然
viii jieuh	依照
viii hiii	依稀
viii kkiiuh	依舊
viii lan	依蘭
viii tak	依託
viii laih	依賴
viii ppiioh	依附
viii ruun	依雲
viii kauh	依靠
viii qqynh	依順
miiox lunnh	舞弄/侮弄
miiox mranh	侮慢
miiox mrah	侮罵
miiox met	侮蔑
miiox gniiok	侮辱
hhwu ziiak	侯爵
hhwu mwn	侯門
hhwu mrax	侯馬
cim dem	侵佔
cim gnip	侵入
cim iah	侵夜
cim hhaih	侵害
cim gnieux	侵擾
cim kkryen	侵權
cim ppiiomx	侵犯
cim liiak	侵略
cim qqiik	侵蝕
cim ssip	侵襲
cim hhrenx	侵限
kkiiok ciiok	局促/侷促
kkiiok hhrenx	侷限/局限
ciiok ttunnx	促動
ciiok hhen	促弦
ciiok xxiann	促成
ciiok kkiiu	促求
ciiok hhrep	促狹
ciiok xiann	促聲
ciiok sit	促膝
ciiok tuwih	促退
ciiok zinh	促進
ciiok sieu	促銷
nna guwk	俄國
nna miin	俄文
nna kkii	俄期
nna gniex	俄爾
nna gnii	俄而
nna guun	俄軍
nna kyannx	俄頃
zynh cieuh	俊俏
zynh kkriet	俊傑
zynh siiuh	俊秀
zynh mrix	俊美
zynh nnrax	俊雅
cieuh pprie	俏皮
cieuh mrix	俏美
cieuh huah	俏貨
ssiiok gnin	俗人
ssiiok miann	俗名
ssiiok cciih	俗字
ssiiok gra	俗家
ssiiok kiiih	俗氣
ssiiok hhruaih	俗話
ssiiok nnrienh	俗諺
piio hhruek	俘獲
piio lox	俘虜
liix nnrienh	里諺/俚諺
baux ttenn	保亭
baux gnin	保人
baux ttiioh	保住
baux riiuh	保佑/保祐
baux siiu	保修
baux kkiionh	保健
baux ccyen	保全
baux bret	保八
baux jynx	保准
baux mriannh	保命
baux goh	保固
baux mwuh	保姆/褓姆
baux mwi	保媒
baux ccuwn	保存
baux van	寶安/保安
baux mrit	保密
baux sren	寶山/保山
baux deix	保底
baux kann	保康
baux dwk	保德
baux ttii	保持
baux nuanx	保暖
baux riiux	保有
baux bwnx	保本
baux vuwn	保溫
baux get	寶潔/保潔
baux gniex	保爾
baux grap	保甲
baux nnenh	保研
baux xyeih	保稅
baux guanx	保管
baux la	保羅
baux iiuk	保育
baux mrieu	保苗
baux grok	保角
baux jiinnh	保證
baux hhoh	保護
baux sunnh	保送
baux xiak	保釋
baux pieu	保鏢
baux brieu	保鑣
baux hriemx	保險
baux cciannx	保靖
baux grah	保駕
hhep ccriix	俠士
hhep krak	俠客
hhep nnrieh	協議/俠義
sinh kkrienx	信件
sinh ppiit	信佛
sinh kwux	信口
sinh bauh	信報
sinh ppiionnx	信奉
sinh nnrie	信宜
sinh qqit	信實
sinh jiiu	信州
sinh tto	信徒
sinh sim	信心
sinh nemh	信念
sinh siik	訊息/信息
sinh viih	信意
sinh xiiux	信手
sinh grauh	信教
sinh ppiiuk	信服
sinh zret	信札
sinh tteu	信條
sinh ppoh	信步
sinh gnien	信然
sinh miit	信物
sinh iionnh	信用
sinh brit	信筆
sinh zen	信箋
sinh guanx	信管
sinh siiann	信箱
sinh jiex	信紙
sinh nnrieh	信義
sinh tak	信託
sinh piiannh	信訪
sinh piiunn	信豐
sinh twih	信貸
sinh laih	信賴
sinh ttaux	信道
sinh iiann	信陽
sinh kauh	信靠
sinh gwp	信鴿
siiu lieih	修例
siiu zienx	修剪
siiu tto	修圖
siiu ccriix	修士
siiu giionh	修建
siiu hiionh	修憲
siiu xiiux	修手
siiu gwix	修改
siiu jiannx	修整
siiu miin	修文
siiu nniiop	修業
siiu miiox	修武
siiu xyx	修水
siiu biiop	修法
siiu liix	修理
siiu miiuk	修睦
siiu hheih	修禊
siiu diiuk	修築
siiu lenh	修練
siiu xxienh	修繕
siiu la	修羅
siiu ssip	修習
siiu giiak	修腳
siiu box	修補
siiu gye	修規
siiu loh	修路
siiu xin	修身
siiu ssii	修辭
siiu ttaux	修道
siiu mienh	修面
siiu vrim	修音
siiu xiik	修飾
biiox cciiuh	俯就
biiox kamh	俯瞰
biiox nnuah	俯臥
biiox qiionn	俯衝
biiox xin	俯身
giio gre	俱佳
giio ccyen	俱全
pprei hhuwi	俳佪
pprei giioh	俳句
biex nnei	俾倪
biex lih	俾利
cann ciiok	倉促
cann ttiiw	倉儲
cann sren	倉山
cann grann	倉庚/鶬鶊
cann koh	倉庫
cann limx	倉廩
cann piio	倉敷
cann cuwt	倉猝
cann rieu	倉鴞
cann xiiwx	倉鼠
gah diiunn	個中
gah gnin	個人
gah ryh	個位
gah lieih	個例
gah gah	個個
gah gnie	個兒
gah ppriet	個別
gah ziix	個子
gah dienx	個展
gah siannh	個性
gah brax	個把
gah vanh	個案
gah xyeih	個稅
gah gox	個股
gah kkiiuh	個舊
gah ttwu	個頭
gah teix	個體
kkuut kkiiann	倔強
hhrennx ccuwn	倖存
kkryenh ttwix	倦怠
giiwh nnauh	倨傲
nnei kuuann	倪匡
lyn bra	倫巴
lyn xxiiann	倫常
lyn liix	倫理
lyn kkrim	倫琴
ttiih kkiin	值勤
ttiih ruuk	值域
ttiih iah	值夜
ttiih dwk	值得
ttiih senn	值星
ttiih giii	值機
